"Geslacht";"Leeftijd";"Burgerlijke staat";"Perioden";"Regio's";"Bevolking op 1 januari (aantal)"
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Geffen";4914
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Geffen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Geffen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Geffen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Geffen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Geldermalsen";21815
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Geldermalsen";24453
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Geldermalsen";26184
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Geldermalsen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Geldermalsen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Geldrop";25742
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Geldrop";27566
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Geldrop";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Geldrop";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Geldrop";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Geldrop-Mierlo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Geldrop-Mierlo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Geldrop-Mierlo";37846
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Geldrop-Mierlo";39595
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Geldrop-Mierlo";39726
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Geleen";33777
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Geleen";34052
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Geleen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Geleen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Geleen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Gemert";17298
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Gemert";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Gemert";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Gemert";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Gemert";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Gemert-Bakel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Gemert-Bakel";27499
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Gemert-Bakel";27882
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Gemert-Bakel";30447
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Gemert-Bakel";30723
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Gendringen";20101
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Gendringen";20869
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Gendringen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Gendringen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Gendringen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Gendt";6903
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Gendt";7239
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Gendt";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Gendt";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Gendt";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Genemuiden";7455
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Genemuiden";9176
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Genemuiden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Genemuiden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Genemuiden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Gennep";16234
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Gennep";16811
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Gennep";16823
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Gennep";17071
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Gennep";16921
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Giessenlanden";14181
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Giessenlanden";14178
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Giessenlanden";14436
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Giessenlanden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Giessenlanden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Gieten";5865
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Gieten";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Gieten";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Gieten";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Gieten";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Gilze en Rijen";22031
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Gilze en Rijen";24241
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Gilze en Rijen";25196
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Gilze en Rijen";26431
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Gilze en Rijen";26431
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Goedereede";10639
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Goedereede";11214
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Goedereede";11591
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Goedereede";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Goedereede";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Goeree-Overflakkee";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Goeree-Overflakkee";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Goeree-Overflakkee";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Goeree-Overflakkee";49611
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Goeree-Overflakkee";50049
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Goes";31731
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Goes";35768
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Goes";36783
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Goes";37653
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Goes";38082
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Goirle";18670
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Goirle";22303
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Goirle";22392
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Goirle";23793
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Goirle";23904
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Gooise Meren";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Gooise Meren";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Gooise Meren";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Gooise Meren";57715
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Gooise Meren";58055
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Goor";11757
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Goor";12363
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Goor";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Goor";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Goor";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Gorinchem";27942
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Gorinchem";33602
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Gorinchem";34352
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Gorinchem";36682
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Gorinchem";37022
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Gorssel";13557
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Gorssel";13260
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Gorssel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Gorssel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Gorssel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Gouda";62321
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Gouda";71918
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Gouda";71781
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Gouda";73181
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Gouda";73427
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Graafstroom";9102
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Graafstroom";9539
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Graafstroom";9685
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Graafstroom";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Graafstroom";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Graft-De Rijp";5411
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Graft-De Rijp";6301
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Graft-De Rijp";6537
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Graft-De Rijp";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Graft-De Rijp";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Gramsbergen";6059
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Gramsbergen";6483
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Gramsbergen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Gramsbergen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Gramsbergen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Grathem";2861
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Grathem";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Grathem";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Grathem";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Grathem";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Grave";10398
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Grave";12580
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Grave";12858
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Grave";12483
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Grave";12436
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"'s-Graveland";9189
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"'s-Graveland";9260
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"'s-Graveland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"'s-Graveland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"'s-Graveland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"'s-Gravendeel";8400
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"'s-Gravendeel";8725
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"'s-Gravendeel";8921
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"'s-Gravendeel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"'s-Gravendeel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"'s-Gravenhage (gemeente)";444313
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"'s-Gravenhage (gemeente)";441094
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"'s-Gravenhage (gemeente)";472096
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"'s-Gravenhage (gemeente)";537833
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"'s-Gravenhage (gemeente)";545838
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"'s-Gravenmoer";2129
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"'s-Gravenmoer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"'s-Gravenmoer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"'s-Gravenmoer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"'s-Gravenmoer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"'s-Gravenzande";18259
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"'s-Gravenzande";19155
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"'s-Gravenzande";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"'s-Gravenzande";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"'s-Gravenzande";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Grijpskerk";4267
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Grijpskerk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Grijpskerk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Grijpskerk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Grijpskerk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Groenlo";8897
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Groenlo";9088
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Groenlo";30416
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Groenlo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Groenlo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Groesbeek";18092
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Groesbeek";19169
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Groesbeek";18773
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Groesbeek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Groesbeek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Groningen (gemeente)";167929
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Groningen (gemeente)";173139
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Groningen (gemeente)";180604
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Groningen (gemeente)";231299
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Groningen (gemeente)";232874
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Grootegast";8848
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Grootegast";11767
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Grootegast";12048
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Grootegast";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Grootegast";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Grubbenvorst";6679
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Grubbenvorst";6866
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Grubbenvorst";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Grubbenvorst";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Grubbenvorst";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Gulpen";7118
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Gulpen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Gulpen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Gulpen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Gulpen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Gulpen-Wittem";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Gulpen-Wittem";15460
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Gulpen-Wittem";15044
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Gulpen-Wittem";14246
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Gulpen-Wittem";14171
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Haaksbergen";22462
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Haaksbergen";23885
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Haaksbergen";24267
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Haaksbergen";24277
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Haaksbergen";24311
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Haaren";5151
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Haaren";13982
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Haaren";13914
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Haaren";14195
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Haaren";14370
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Haarlem";148740
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Haarlem";148484
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Haarlem";146739
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Haarlem";161265
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Haarlem";162902
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Haarlemmerliede en Spaarnwoude";4900
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Haarlemmerliede en Spaarnwoude";5370
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Haarlemmerliede en Spaarnwoude";5552
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Haarlemmerliede en Spaarnwoude";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Haarlemmerliede en Spaarnwoude";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Haarlemmermeer";91369
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Haarlemmermeer";111155
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Haarlemmermeer";131816
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Haarlemmermeer";154235
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Haarlemmermeer";156002
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"1988";"Haelen";5868
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2000";"Haelen";10023
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2005";"Haelen";9952
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2019";"Haelen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2020";"Haelen";
